DateTime,Subplot ID,Sp.Abv.,Moisture ( % ),Period ( us ),Attenuation,Permittivity,Probe Model
5/11/2018 14:07:50,S2P6A,Luc,8.900001,1.2524,1.1086,5.3867,CD659 12cm rods
5/11/2018 14:07:57,S2P6A,Luc,6.76,1.2139,1.0769,4.4989,CD659 12cm rods
5/11/2018 14:08:05,S2P6A,Luc,6.49,1.2241,1.1983,4.388,CD659 12cm rods
5/11/2018 14:08:14,S2P6A,Luc,9,1.2501,1.068,5.4276,CD659 12cm rods
5/11/2018 14:08:21,S2P6A,Luc,8.62,1.2422,1.0493,5.269,CD659 12cm rods
5/11/2018 14:08:34,S2P6B,KanWal,8.860001,1.2535,1.1261,5.3716,CD659 12cm rods
5/11/2018 14:08:43,S2P6B,KanWal,9.04,1.2625,1.1892,5.4471,CD659 12cm rods
5/11/2018 14:08:53,S2P6B,KanWal,8.55,1.2433,1.0735,5.2389,CD659 12cm rods
5/11/2018 14:09:09,S2P6B,KanWal,9.37,1.2546,1.0497,5.5878,CD659 12cm rods
5/11/2018 14:09:20,S2P6B,KanWal,10.52,1.275,1.073,6.0796,CD659 12cm rods
5/11/2018 14:09:34,S2P6C,PhaSub,8.900001,1.249,1.073,5.3862,CD659 12cm rods
5/11/2018 14:09:41,S2P6C,PhaSub,8.85,1.2535,1.1293,5.3633,CD659 12cm rods
5/11/2018 14:09:49,S2P6C,PhaSub,8.629999,1.2456,1.0838,5.2717,CD659 12cm rods
5/11/2018 14:09:56,S2P6C,PhaSub,7.58,1.2343,1.1383,4.8335,CD659 12cm rods
5/11/2018 14:10:03,S2P6C,PhaSub,11.61,1.2919,1.0678,6.5621,CD659 12cm rods
5/11/2018 14:10:13,S2P6D,Fes,8.77,1.2478,1.0836,5.3309,CD659 12cm rods
5/11/2018 14:10:20,S2P6D,Fes,9.64,1.2648,1.1163,5.7015,CD659 12cm rods
5/11/2018 14:10:28,S2P6D,Fes,7.66,1.2297,1.0839,4.8686,CD659 12cm rods
5/11/2018 14:10:35,S2P6D,Fes,8.42,1.241,1.0721,5.1847,CD659 12cm rods
5/11/2018 14:10:42,S2P6D,Fes,10.05,1.2682,1.0799,5.8796,CD659 12cm rods
5/11/2018 14:11:05,S2P7A,Pha,6.429999,1.2083,1.0767,4.3644,CD659 12cm rods
5/11/2018 14:11:13,S2P7A,Pha,5.06,1.1845,1.0771,3.8138,CD659 12cm rods
5/11/2018 14:11:20,S2P7A,Pha,7.47,1.2252,1.071,4.7904,CD659 12cm rods
5/11/2018 14:11:27,S2P7A,Pha,9,1.2524,1.0921,5.4282,CD659 12cm rods
5/11/2018 14:11:35,S2P7A,Pha,7.68,1.2275,1.0591,4.8771,CD659 12cm rods
5/11/2018 14:11:47,S2P7B,Wal,6.45,1.206,1.0557,4.3697,CD659 12cm rods
5/11/2018 14:11:56,S2P7B,Wal,6.469999,1.2049,1.0425,4.3794,CD659 12cm rods
5/11/2018 14:12:04,S2P7B,Wal,10.87,1.2795,1.0592,6.2328,CD659 12cm rods
5/11/2018 14:12:13,S2P7B,Wal,3.11,1.1416,1.0319,3.0512,CD659 12cm rods
5/11/2018 14:12:22,S2P7B,Wal,10.61,1.275,1.0534,6.1212,CD659 12cm rods
5/11/2018 14:12:34,S2P7C,Kan,3.38,1.1506,1.0553,3.1554,CD659 12cm rods
5/11/2018 14:12:44,S2P7C,Kan,3.1,1.1416,1.0332,3.0468,CD659 12cm rods
5/11/2018 14:12:53,S2P7C,Kan,0.64,1.0885,1.0222,2.1188,CD659 12cm rods
5/11/2018 14:13:12,S2P7C,Kan,3.45,1.1484,1.0331,3.1822,CD659 12cm rods
5/11/2018 14:13:21,S2P7C,Kan,7,1.2139,1.0409,4.5961,CD659 12cm rods
5/11/2018 14:13:36,S2P7D,Rye,2.11,1.1235,1.042,2.6685,CD659 12cm rods
5/11/2018 14:13:44,S2P7D,Rye,2.53,1.1325,1.0457,2.8282,CD659 12cm rods
5/11/2018 14:13:51,S2P7D,Rye,3.27,1.1484,1.0537,3.1149,CD659 12cm rods
5/11/2018 14:14:00,S2P7D,Rye,2.49,1.1348,1.063,2.8122,CD659 12cm rods
5/11/2018 14:14:07,S2P7D,Rye,3.06,1.1461,1.0645,3.0326,CD659 12cm rods
5/11/2018 14:14:34,S2P8A,Rye,9.31,1.2557,1.0752,5.5584,CD659 12cm rods
5/11/2018 14:14:41,S2P8A,Rye,8.04,1.2354,1.0788,5.0241,CD659 12cm rods
5/11/2018 14:14:48,S2P8A,Rye,11.14,1.2851,1.0761,6.354501,CD659 12cm rods
5/11/2018 14:15:00,S2P8A,Rye,9.610001,1.2625,1.0958,5.689899,CD659 12cm rods
5/11/2018 14:15:08,S2P8A,Rye,10.86,1.2817,1.0893,6.2315,CD659 12cm rods
5/11/2018 14:15:20,S2P8B,Pha,9.76,1.2625,1.0684,5.7538,CD659 12cm rods
5/11/2018 14:15:28,S2P8B,Pha,12.55,1.3066,1.0678,6.983,CD659 12cm rods
5/11/2018 14:15:35,S2P8B,Pha,10.11,1.267,1.0551,5.9043,CD659 12cm rods
5/11/2018 14:15:42,S2P8B,Pha,9.420001,1.2569,1.0667,5.6079,CD659 12cm rods
5/11/2018 14:15:50,S2P8B,Pha,12.79,1.31,1.0642,7.0886,CD659 12cm rods
5/11/2018 14:16:01,S2P8C,Wal,9.25,1.2637,1.1693,5.5335,CD659 12cm rods
5/11/2018 14:16:09,S2P8C,Wal,7.23,1.2184,1.0468,4.6888,CD659 12cm rods
5/11/2018 14:16:18,S2P8C,Wal,10.57,1.2738,1.0477,6.1024,CD659 12cm rods
5/11/2018 14:16:30,S2P8C,Wal,11.17,1.2851,1.0709,6.3654,CD659 12cm rods
5/11/2018 14:16:39,S2P8C,Wal,11.04,1.2851,1.0972,6.3093,CD659 12cm rods
5/11/2018 14:16:54,S2P8D,Kan,10.12,1.267,1.0536,5.9074,CD659 12cm rods
5/11/2018 14:17:05,S2P8D,Kan,8.150001,1.2377,1.082,5.0731,CD659 12cm rods
5/11/2018 14:17:15,S2P8D,Kan,8.02,1.2343,1.0696,5.0192,CD659 12cm rods
5/11/2018 14:17:30,S2P8D,Kan,4.38,1.1687,1.052,3.5443,CD659 12cm rods
5/11/2018 14:17:39,S2P8D,Kan,9.120001,1.2512,1.0574,5.4818,CD659 12cm rods
5/11/2018 14:18:39,S3P1A,Rye,8.72,1.249,1.103,5.311501,CD659 12cm rods
5/11/2018 14:18:46,S3P1A,Rye,11.39,1.2908,1.1008,6.4617,CD659 12cm rods
5/11/2018 14:18:54,S3P1A,Rye,11.59,1.293,1.0889,6.5513,CD659 12cm rods
5/11/2018 14:19:01,S3P1A,Rye,10.3,1.2716,1.0728,5.9875,CD659 12cm rods
5/11/2018 14:19:08,S3P1A,Rye,10.66,1.2772,1.0733,6.141,CD659 12cm rods
5/11/2018 14:19:20,S3P1B,Wal,10.32,1.2704,1.0561,5.9931,CD659 12cm rods
5/11/2018 14:19:28,S3P1B,Wal,10.61,1.275,1.0535,6.1211,CD659 12cm rods
5/11/2018 14:19:36,S3P1B,Wal,10.82,1.2806,1.0842,6.2112,CD659 12cm rods
5/11/2018 14:19:45,S3P1B,Wal,10.42,1.2727,1.0644,6.0365,CD659 12cm rods
5/11/2018 14:19:53,S3P1B,Wal,7.01,1.2343,1.2153,4.5999,CD659 12cm rods
5/11/2018 14:20:02,S3P1C,Pha,10.42,1.2727,1.0642,6.0369,CD659 12cm rods
5/11/2018 14:20:09,S3P1C,Pha,10.76,1.2806,1.0949,6.1877,CD659 12cm rods
5/11/2018 14:20:17,S3P1C,Pha,11.58,1.2919,1.0761,6.5453,CD659 12cm rods
5/11/2018 14:20:24,S3P1C,Pha,10.32,1.2727,1.0837,5.994,CD659 12cm rods
5/11/2018 14:20:31,S3P1C,Pha,13.06,1.3145,1.0696,7.2115,CD659 12cm rods
5/11/2018 14:20:44,S3P1D,Kan,1.00E+09,1.275,1.3162,9999999,CD659 12cm rods
5/11/2018 14:20:52,S3P1D,Kan,12.39,1.3032,1.0559,6.9069,CD659 12cm rods
5/11/2018 14:21:01,S3P1D,Kan,9.820001,1.2614,1.044,5.778,CD659 12cm rods
5/11/2018 14:21:14,S3P1D,Kan,7.88,1.2297,1.0481,4.9607,CD659 12cm rods
5/11/2018 14:21:22,S3P1D,Kan,8.369999,1.2388,1.0573,5.1638,CD659 12cm rods
5/11/2018 14:21:55,S3P2A,Kan,1.05,1.1009,1.0386,2.2698,CD659 12cm rods
5/11/2018 14:22:07,S3P2A,Kan,2.21,1.1303,1.0678,2.707,CD659 12cm rods
5/11/2018 14:22:16,S3P2A,Kan,3.84,1.1574,1.0429,3.335,CD659 12cm rods
5/11/2018 14:22:29,S3P2A,Kan,4.86,1.1755,1.0374,3.7345,CD659 12cm rods
5/11/2018 14:22:38,S3P2A,Kan,3.5,1.1506,1.0412,3.2017,CD659 12cm rods
5/11/2018 14:22:51,S3P2B,Rye,2.72,1.1405,1.0691,2.903,CD659 12cm rods
5/11/2018 14:22:59,S3P2B,Rye,3.64,1.1529,1.0391,3.2544,CD659 12cm rods
5/11/2018 14:23:07,S3P2B,Rye,3.19,1.1461,1.0502,3.0807,CD659 12cm rods
5/11/2018 14:23:14,S3P2B,Rye,2.67,1.1405,1.075,2.8825,CD659 12cm rods
5/11/2018 14:23:21,S3P2B,Rye,4.77,1.1811,1.0892,3.6999,CD659 12cm rods
5/11/2018 14:23:30,S3P2C,Pha,7.01,1.2162,1.0601,4.5994,CD659 12cm rods
5/11/2018 14:23:38,S3P2C,Pha,2.88,1.1371,1.0323,2.9614,CD659 12cm rods
5/11/2018 14:23:45,S3P2C,Pha,5.97,1.1992,1.0679,4.1771,CD659 12cm rods
5/11/2018 14:23:57,S3P2C,Pha,4.66,1.1732,1.0474,3.6555,CD659 12cm rods
5/11/2018 14:24:05,S3P2C,Pha,9.160001,1.2524,1.064,5.4957,CD659 12cm rods
5/11/2018 14:24:17,S3P2D,Wal,8.21,1.2365,1.0617,5.096,CD659 12cm rods
5/11/2018 14:24:26,S3P2D,Wal,9.150001,1.2524,1.0649,5.4936,CD659 12cm rods
5/11/2018 14:24:34,S3P2D,Wal,7.39,1.2218,1.0528,4.7552,CD659 12cm rods
5/11/2018 14:24:48,S3P2D,Wal,2.03,1.1178,1.0204,2.6394,CD659 12cm rods
5/11/2018 14:24:59,S3P2D,Wal,3.34,1.1484,1.0465,3.1385,CD659 12cm rods
5/11/2018 14:25:45,S3P3A,PhaSub,9.700001,1.2637,1.0926,5.7281,CD659 12cm rods
5/11/2018 14:25:52,S3P3A,PhaSub,8.5,1.2444,1.0942,5.2161,CD659 12cm rods
5/11/2018 14:25:59,S3P3A,PhaSub,10.82,1.2817,1.098,6.2123,CD659 12cm rods
5/11/2018 14:26:12,S3P3A,PhaSub,8.85,1.2524,1.1172,5.364501,CD659 12cm rods
5/11/2018 14:26:20,S3P3A,PhaSub,9.48,1.2569,1.0558,5.6329,CD659 12cm rods
5/11/2018 14:26:35,S3P3B,Luc,10.58,1.2761,1.0736,6.1092,CD659 12cm rods
5/11/2018 14:26:43,S3P3B,Luc,7.57,1.2444,1.2287,4.8306,CD659 12cm rods
5/11/2018 14:26:51,S3P3B,Luc,7.65,1.2343,1.127,4.8656,CD659 12cm rods
5/11/2018 14:27:07,S3P3B,Luc,7.75,1.2275,1.0476,4.9063,CD659 12cm rods
5/11/2018 14:27:14,S3P3B,Luc,10.22,1.2727,1.1031,5.9497,CD659 12cm rods
5/11/2018 14:27:28,S3P3C,KanWal,12.55,1.3066,1.0683,6.9822,CD659 12cm rods
5/11/2018 14:27:36,S3P3C,KanWal,8.49,1.2422,1.0722,5.2134,CD659 12cm rods
5/11/2018 14:27:47,S3P3C,KanWal,13.81,1.3258,1.0642,7.5575,CD659 12cm rods
5/11/2018 14:28:01,S3P3C,KanWal,8.61,1.2444,1.0755,5.263199,CD659 12cm rods
5/11/2018 14:28:13,S3P3C,KanWal,10.22,1.2704,1.076,5.9497,CD659 12cm rods
5/11/2018 14:28:26,S3P3D,Fes,9.490001,1.2591,1.0805,5.6355,CD659 12cm rods
5/11/2018 14:28:34,S3P3D,Fes,9.860001,1.2637,1.0632,5.7957,CD659 12cm rods
5/11/2018 14:28:41,S3P3D,Fes,9.02,1.2501,1.0632,5.4389,CD659 12cm rods
5/11/2018 14:28:49,S3P3D,Fes,7.92,1.2354,1.0978,4.9742,CD659 12cm rods
5/11/2018 14:28:56,S3P3D,Fes,11.75,1.2942,1.0699,6.6219,CD659 12cm rods
5/11/2018 14:29:22,S3P4A,KanWal,9.510001,1.2591,1.0766,5.6448,CD659 12cm rods
5/11/2018 14:29:31,S3P4A,KanWal,8.940001,1.2557,1.1373,5.4028,CD659 12cm rods
5/11/2018 14:29:41,S3P4A,KanWal,11.62,1.2908,1.0513,6.5625,CD659 12cm rods
5/11/2018 14:29:56,S3P4A,KanWal,8.21,1.2343,1.0386,5.0961,CD659 12cm rods
5/11/2018 14:30:06,S3P4A,KanWal,7.94,1.2309,1.0497,4.9847,CD659 12cm rods
5/11/2018 14:30:19,S3P4B,Fes,8.04,1.2456,1.1749,5.0252,CD659 12cm rods
5/11/2018 14:30:26,S3P4B,Fes,9.25,1.258,1.1089,5.5365,CD659 12cm rods
5/11/2018 14:30:33,S3P4B,Fes,8.36,1.2456,1.1278,5.1573,CD659 12cm rods
5/11/2018 14:30:40,S3P4B,Fes,8.17,1.2388,1.0909,5.079,CD659 12cm rods
5/11/2018 14:30:48,S3P4B,Fes,8.679999,1.2456,1.0756,5.2921,CD659 12cm rods
5/11/2018 14:30:57,S3P4C,Luc,7.06,1.2196,1.0819,4.6223,CD659 12cm rods
5/11/2018 14:31:05,S3P4C,Luc,6.64,1.2184,1.1324,4.4498,CD659 12cm rods
5/11/2018 14:31:12,S3P4C,Luc,7.22,1.2309,1.1586,4.6866,CD659 12cm rods
5/11/2018 14:31:25,S3P4C,Luc,6.94,1.2184,1.0904,4.5712,CD659 12cm rods
5/11/2018 14:31:33,S3P4C,Luc,6.66,1.2094,1.0535,4.4554,CD659 12cm rods
5/11/2018 14:31:47,S3P4D,PhaSub,8.66,1.2467,1.0904,5.2844,CD659 12cm rods
5/11/2018 14:31:55,S3P4D,PhaSub,10.43,1.2738,1.0761,6.0419,CD659 12cm rods
5/11/2018 14:32:02,S3P4D,PhaSub,9.78,1.275,1.2023,5.7618,CD659 12cm rods
5/11/2018 14:32:09,S3P4D,PhaSub,7.18,1.2275,1.1343,4.6715,CD659 12cm rods
5/11/2018 14:32:16,S3P4D,PhaSub,11.09,1.2851,1.0879,6.3295,CD659 12cm rods
5/11/2018 14:32:44,S3P5A,PhaSub,3.87,1.1631,1.0763,3.3459,CD659 12cm rods
5/11/2018 14:32:52,S3P5A,PhaSub,5.59,1.1981,1.1103,4.0239,CD659 12cm rods
5/11/2018 14:33:00,S3P5A,PhaSub,1.82,1.1201,1.0548,2.5592,CD659 12cm rods
5/11/2018 14:33:07,S3P5A,PhaSub,2.28,1.128,1.0482,2.7326,CD659 12cm rods
5/11/2018 14:33:15,S3P5A,PhaSub,2.18,1.128,1.0592,2.6938,CD659 12cm rods
5/11/2018 14:33:26,S3P5B,KanWal,2.15,1.1269,1.0555,2.6853,CD659 12cm rods
5/11/2018 14:33:36,S3P5B,KanWal,4.35,1.1676,1.0474,3.5344,CD659 12cm rods
5/11/2018 14:33:44,S3P5B,KanWal,2.72,1.1325,1.024,2.902,CD659 12cm rods
5/11/2018 14:33:57,S3P5B,KanWal,3.49,1.1495,1.0347,3.1997,CD659 12cm rods
5/11/2018 14:34:07,S3P5B,KanWal,6.3,1.2049,1.0674,4.310501,CD659 12cm rods
5/11/2018 14:34:20,S3P5C,Luc,4.24,1.1823,1.1605,3.4892,CD659 12cm rods
5/11/2018 14:34:28,S3P5C,Luc,7.369999,1.2343,1.1675,4.7481,CD659 12cm rods
5/11/2018 14:34:37,S3P5C,Luc,3.58,1.1585,1.0816,3.2323,CD659 12cm rods
5/11/2018 14:34:51,S3P5C,Luc,6.69,1.2094,1.0478,4.4709,CD659 12cm rods
5/11/2018 14:34:59,S3P5C,Luc,8.339999,1.2422,1.0971,5.15,CD659 12cm rods
5/11/2018 14:35:12,S3P5D,Fes,2.73,1.1405,1.0686,2.9047,CD659 12cm rods
5/11/2018 14:35:19,S3P5D,Fes,2.48,1.1416,1.1024,2.808,CD659 12cm rods
5/11/2018 14:35:26,S3P5D,Fes,2.22,1.1348,1.0913,2.7112,CD659 12cm rods
5/11/2018 14:35:34,S3P5D,Fes,1.73,1.1167,1.0464,2.5263,CD659 12cm rods
5/11/2018 14:35:42,S3P5D,Fes,2.1,1.1292,1.0733,2.6653,CD659 12cm rods
5/11/2018 14:36:07,S3P6A,PhaSub,7.56,1.2309,1.1105,4.825,CD659 12cm rods
5/11/2018 14:36:15,S3P6A,PhaSub,5.97,1.2037,1.1033,4.1792,CD659 12cm rods
5/11/2018 14:36:22,S3P6A,PhaSub,5.43,1.1891,1.0616,3.9623,CD659 12cm rods
5/11/2018 14:36:37,S3P6A,PhaSub,2.43,1.1325,1.0561,2.792,CD659 12cm rods
5/11/2018 14:36:45,S3P6A,PhaSub,4.68,1.1755,1.0603,3.6652,CD659 12cm rods
5/11/2018 14:36:58,S3P6B,Fes,2.68,1.1371,1.0545,2.8862,CD659 12cm rods
5/11/2018 14:37:05,S3P6B,Fes,3.41,1.1585,1.1011,3.1663,CD659 12cm rods
5/11/2018 14:37:12,S3P6B,Fes,2.95,1.1472,1.0842,2.9881,CD659 12cm rods
5/11/2018 14:37:19,S3P6B,Fes,3,1.1416,1.0445,3.0096,CD659 12cm rods
5/11/2018 14:37:27,S3P6B,Fes,4.05,1.1608,1.0391,3.4176,CD659 12cm rods
5/11/2018 14:37:36,S3P6C,Luc,4.43,1.1744,1.0841,3.5654,CD659 12cm rods
5/11/2018 14:37:44,S3P6C,Luc,4.76,1.1789,1.0745,3.6957,CD659 12cm rods
5/11/2018 14:37:52,S3P6C,Luc,4.4,1.1698,1.0564,3.5548,CD659 12cm rods
5/11/2018 14:38:02,S3P6C,Luc,6.3,1.2139,1.1407,4.3125,CD659 12cm rods
5/11/2018 14:38:10,S3P6C,Luc,6.69,1.2117,1.0688,4.4673,CD659 12cm rods
5/11/2018 14:38:23,S3P6D,KanWal,6.23,1.2004,1.039,4.2843,CD659 12cm rods
5/11/2018 14:38:33,S3P6D,KanWal,4.35,1.1721,1.0786,3.5334,CD659 12cm rods
5/11/2018 14:38:42,S3P6D,KanWal,6.12,1.2026,1.0736,4.2397,CD659 12cm rods
5/11/2018 14:38:56,S3P6D,KanWal,1.8,1.1133,1.0225,2.5499,CD659 12cm rods
5/11/2018 14:39:07,S3P6D,KanWal,6.77,1.2117,1.0559,4.5025,CD659 12cm rods
5/11/2018 14:39:32,S3P7A,Rho,2.34,1.1269,1.0354,2.7557,CD659 12cm rods
5/11/2018 14:39:39,S3P7A,Rho,1.53,1.1099,1.0328,2.4517,CD659 12cm rods
5/11/2018 14:39:48,S3P7A,Rho,2.19,1.1258,1.0451,2.7003,CD659 12cm rods
5/11/2018 14:40:00,S3P7A,Rho,1.73,1.1167,1.0469,2.5248,CD659 12cm rods
5/11/2018 14:40:09,S3P7A,Rho,2.14,1.1224,1.0325,2.6805,CD659 12cm rods
5/11/2018 14:40:22,S3P7B,Bis,2.44,1.1314,1.0495,2.7933,CD659 12cm rods
5/11/2018 14:40:30,S3P7B,Bis,2.91,1.1427,1.0619,2.9733,CD659 12cm rods
5/11/2018 14:40:38,S3P7B,Bis,3.91,1.1619,1.064,3.362,CD659 12cm rods
5/11/2018 14:40:56,S3P7B,Bis,1.53,1.1133,1.0507,2.4482,CD659 12cm rods
5/11/2018 14:41:03,S3P7B,Bis,2.83,1.145,1.0842,2.9419,CD659 12cm rods
5/11/2018 14:41:28,S3P7C,DigBis,2.54,1.1303,1.0315,2.8335,CD659 12cm rods
5/11/2018 14:41:39,S3P7C,DigBis,3.19,1.1438,1.0361,3.0821,CD659 12cm rods
5/11/2018 14:41:46,S3P7C,DigBis,2.54,1.1303,1.0313,2.8341,CD659 12cm rods
5/11/2018 14:41:54,S3P7C,DigBis,3.13,1.1416,1.0296,3.0587,CD659 12cm rods
5/11/2018 14:42:01,S3P7C,DigBis,5.67,1.1902,1.0375,4.0576,CD659 12cm rods
5/11/2018 14:42:14,S3P7D,Dig,3.17,1.145,1.0453,3.0743,CD659 12cm rods
5/11/2018 14:42:21,S3P7D,Dig,1.45,1.1099,1.0414,2.4205,CD659 12cm rods
5/11/2018 14:42:29,S3P7D,Dig,6.35,1.2015,1.0317,4.330101,CD659 12cm rods
5/11/2018 14:42:37,S3P7D,Dig,2.3,1.1235,1.0212,2.7406,CD659 12cm rods
5/11/2018 14:42:44,S3P7D,Dig,3.9,1.1563,1.0288,3.3563,CD659 12cm rods
5/11/2018 14:43:11,S3P8A,DigBis,9.38,1.2546,1.0494,5.5883,CD659 12cm rods
5/11/2018 14:43:19,S3P8A,DigBis,7.23,1.223,1.0874,4.6905,CD659 12cm rods
5/11/2018 14:43:26,S3P8A,DigBis,9.28,1.2546,1.0674,5.547,CD659 12cm rods
5/11/2018 14:43:39,S3P8A,DigBis,11.32,1.2874,1.0696,6.4311,CD659 12cm rods
5/11/2018 14:43:46,S3P8A,DigBis,9.73,1.2614,1.0611,5.7403,CD659 12cm rods
5/11/2018 14:43:59,S3P8B,Rho,10.68,1.2772,1.0696,6.1488,CD659 12cm rods
5/11/2018 14:44:06,S3P8B,Rho,9.84,1.2648,1.0808,5.786,CD659 12cm rods
5/11/2018 14:44:13,S3P8B,Rho,11.97,1.2976,1.0679,6.7223,CD659 12cm rods
5/11/2018 14:44:20,S3P8B,Rho,12.6,1.3077,1.0737,7.005,CD659 12cm rods
5/11/2018 14:44:28,S3P8B,Rho,9.37,1.2557,1.0627,5.5876,CD659 12cm rods
5/11/2018 14:44:38,S3P8C,Bis,11.18,1.2863,1.0837,6.3701,CD659 12cm rods
5/11/2018 14:44:46,S3P8C,Bis,7.5,1.2275,1.0876,4.8023,CD659 12cm rods
5/11/2018 14:44:53,S3P8C,Bis,10.64,1.2761,1.0621,6.1338,CD659 12cm rods
5/11/2018 14:45:05,S3P8C,Bis,8.79,1.2478,1.079,5.3421,CD659 12cm rods
5/11/2018 14:45:12,S3P8C,Bis,8.339999,1.2399,1.074,5.151,CD659 12cm rods
5/11/2018 14:45:26,S3P8D,Dig,8.57,1.2467,1.1051,5.2468,CD659 12cm rods
5/11/2018 14:45:34,S3P8D,Dig,5.49,1.1868,1.0363,3.9855,CD659 12cm rods
5/11/2018 14:45:42,S3P8D,Dig,11.75,1.2953,1.0855,6.6228,CD659 12cm rods
5/11/2018 14:45:52,S3P8D,Dig,11.74,1.2942,1.0715,6.6188,CD659 12cm rods
5/11/2018 14:46:00,S3P8D,Dig,12.48,1.3043,1.0517,6.9471,CD659 12cm rods
5/11/2018 14:46:56,S4P1A,Pha,14,1.3303,1.0943,7.6436,CD659 12cm rods
5/11/2018 14:47:03,S4P1A,Pha,12.3,1.3077,1.1425,6.8665,CD659 12cm rods
5/11/2018 14:47:10,S4P1A,Pha,13.1,1.3156,1.0776,7.2306,CD659 12cm rods
5/11/2018 14:47:17,S4P1A,Pha,14.9,1.3428,1.0692,8.0676,CD659 12cm rods
5/11/2018 14:47:24,S4P1A,Pha,14.1,1.3303,1.0647,7.6932,CD659 12cm rods
5/11/2018 14:47:36,S4P1B,Rye,11.3,1.2874,1.073,6.4242,CD659 12cm rods
5/11/2018 14:47:44,S4P1B,Rye,12.26,1.3055,1.1188,6.8497,CD659 12cm rods
5/11/2018 14:47:51,S4P1B,Rye,11.09,1.284,1.0732,6.329,CD659 12cm rods
5/11/2018 14:47:58,S4P1B,Rye,10.97,1.284,1.0979,6.276,CD659 12cm rods
5/11/2018 14:48:05,S4P1B,Rye,11.2,1.2885,1.1084,6.381,CD659 12cm rods
5/11/2018 14:48:15,S4P1C,Wal,11.31,1.2885,1.0873,6.4262,CD659 12cm rods
5/11/2018 14:48:23,S4P1C,Wal,11.05,1.2851,1.0948,6.314701,CD659 12cm rods
5/11/2018 14:48:30,S4P1C,Wal,8.99,1.2501,1.0696,5.4236,CD659 12cm rods
5/11/2018 14:48:43,S4P1C,Wal,1.92,1.1178,1.0321,2.5984,CD659 12cm rods
5/11/2018 14:48:52,S4P1C,Wal,9.920001,1.267,1.092,5.8211,CD659 12cm rods
5/11/2018 14:49:05,S4P1D,Kan,11.97,1.2987,1.0859,6.7193,CD659 12cm rods
5/11/2018 14:49:14,S4P1D,Kan,14.02,1.3292,1.0689,7.6521,CD659 12cm rods
5/11/2018 14:49:21,S4P1D,Kan,11.08,1.2829,1.0601,6.3246,CD659 12cm rods
5/11/2018 14:49:35,S4P1D,Kan,11.79,1.2942,1.0608,6.6398,CD659 12cm rods
5/11/2018 14:49:43,S4P1D,Kan,10.45,1.2727,1.0579,6.0504,CD659 12cm rods
5/11/2018 14:50:16,S4P2A,Pha,7.4,1.2218,1.0504,4.7614,CD659 12cm rods
5/11/2018 14:50:23,S4P2A,Pha,4.85,1.1755,1.039,3.7298,CD659 12cm rods
5/11/2018 14:50:30,S4P2A,Pha,7.55,1.2275,1.0797,4.8235,CD659 12cm rods
5/11/2018 14:50:42,S4P2A,Pha,7.02,1.2162,1.0589,4.6025,CD659 12cm rods
5/11/2018 14:50:50,S4P2A,Pha,9.500001,1.2637,1.1273,5.6433,CD659 12cm rods
5/11/2018 14:51:01,S4P2B,Rye,3.05,1.145,1.0592,3.0278,CD659 12cm rods
5/11/2018 14:51:08,S4P2B,Rye,5.45,1.1913,1.0768,3.9684,CD659 12cm rods
5/11/2018 14:51:15,S4P2B,Rye,3.37,1.1529,1.0704,3.1516,CD659 12cm rods
5/11/2018 14:51:22,S4P2B,Rye,4.09,1.1653,1.0648,3.4313,CD659 12cm rods
5/11/2018 14:51:29,S4P2B,Rye,3.18,1.1495,1.0718,3.0771,CD659 12cm rods
5/11/2018 14:51:41,S4P2C,Kan,0.25,1.0772,1.0116,1.9743,CD659 12cm rods
5/11/2018 14:51:52,S4P2C,Kan,8.1,1.2331,1.0459,5.0501,CD659 12cm rods
5/11/2018 14:52:07,S4P2C,Kan,0.47,1.0817,1.0102,2.0525,CD659 12cm rods
5/11/2018 14:52:33,S4P2C,Kan,0.42,1.0805,1.0102,2.034,CD659 12cm rods
5/11/2018 14:52:45,S4P2C,Kan,8.57,1.2422,1.0578,5.2485,CD659 12cm rods
5/11/2018 14:52:59,S4P2D,Wal,7.369999,1.2309,1.1372,4.749599,CD659 12cm rods
5/11/2018 14:53:09,S4P2D,Wal,2.5,1.1303,1.0362,2.8174,CD659 12cm rods
5/11/2018 14:53:19,S4P2D,Wal,5.98,1.1992,1.066,4.1825,CD659 12cm rods
5/11/2018 14:53:35,S4P2D,Wal,3.59,1.1518,1.037,3.2381,CD659 12cm rods
5/11/2018 14:53:44,S4P2D,Wal,8.28,1.2377,1.0615,5.1248,CD659 12cm rods
5/11/2018 14:54:14,S4P3A,KanWal,10.55,1.2738,1.051,6.0957,CD659 12cm rods
5/11/2018 14:54:24,S4P3A,KanWal,9.420001,1.2569,1.0665,5.6083,CD659 12cm rods
5/11/2018 14:54:47,S4P3A,KanWal,9.510001,1.258,1.0639,5.6441,CD659 12cm rods
5/11/2018 14:54:56,S4P3A,KanWal,13.7,1.3236,1.0555,7.5041,CD659 12cm rods
5/11/2018 14:55:06,S4P3A,KanWal,13.61,1.3224,1.0593,7.4641,CD659 12cm rods
5/11/2018 14:55:55,S4P3B,Fes,11.41,1.2908,1.0966,6.4707,CD659 12cm rods
5/11/2018 14:56:03,S4P3B,Fes,11.3,1.2874,1.0745,6.4211,CD659 12cm rods
