Date,StartTime,Subplot ID,Sp.Abv.,Soil Moisture
25/09/2018,10:00,S4P4D,Luc,<3
25/09/2018,10:00,S4P4D,Luc,<3
25/09/2018,10:00,S4P4D,Luc,<3
25/09/2018,10:00,S4P4D,Luc,<3
25/09/2018,10:00,S4P5A,Fes,<3
25/09/2018,10:00,S4P5A,Fes,0.7
25/09/2018,10:00,S4P5A,Fes,<3
25/09/2018,10:00,S4P5A,Fes,<3
25/09/2018,10:00,S4P5A,Fes,<3
25/09/2018,10:00,S4P5B,PhaSub,3.6
25/09/2018,10:00,S4P5B,PhaSub,4.8
25/09/2018,10:00,S4P5B,PhaSub,4.8
25/09/2018,10:00,S4P5B,PhaSub,5.5
25/09/2018,10:00,S4P5B,PhaSub,2.4
25/09/2018,10:00,S4P5C,Luc,3
25/09/2018,10:00,S4P5C,Luc,3.2
25/09/2018,10:00,S4P5C,Luc,2.1
25/09/2018,10:00,S4P5C,Luc,3.4
25/09/2018,10:00,S4P5C,Luc,2
25/09/2018,10:00,S4P5D,KanWal,4.8
25/09/2018,10:00,S4P5D,KanWal,4.6
25/09/2018,10:00,S4P5D,KanWal,<3
25/09/2018,10:00,S4P5D,KanWal,1.7
25/09/2018,10:00,S4P5D,KanWal,<3
25/09/2018,10:00,S4P6A,Fes,0
25/09/2018,10:00,S4P6A,Fes,<3
25/09/2018,10:00,S4P6A,Fes,<3
25/09/2018,10:00,S4P6A,Fes,<3
25/09/2018,10:00,S4P6A,Fes,<3
25/09/2018,10:00,S4P6B,KanWal,<3
25/09/2018,10:00,S4P6B,KanWal,<3
25/09/2018,10:00,S4P6B,KanWal,0.5
25/09/2018,10:00,S4P6B,KanWal,<3
25/09/2018,10:00,S4P6B,KanWal,<3
25/09/2018,10:00,S4P6C,PhaSub,4.7
25/09/2018,10:00,S4P6C,PhaSub,7.5
25/09/2018,10:00,S4P6C,PhaSub,7.3
25/09/2018,10:00,S4P6C,PhaSub,5.9
25/09/2018,10:00,S4P6C,PhaSub,5.7
25/09/2018,10:00,S4P6D,Luc,1.6
25/09/2018,10:00,S4P6D,Luc,0.3
25/09/2018,10:00,S4P6D,Luc,<3
25/09/2018,10:00,S4P6D,Luc,<3
25/09/2018,10:00,S4P6D,Luc,<3
25/09/2018,10:00,S4P7A,Dig,2.8
25/09/2018,10:00,S4P7A,Dig,2.4
25/09/2018,10:00,S4P7A,Dig,<3
25/09/2018,10:00,S4P7A,Dig,<3
25/09/2018,10:00,S4P7A,Dig,0.6
25/09/2018,10:00,S4P7B,Bis,2.6
25/09/2018,10:00,S4P7B,Bis,1.6
25/09/2018,10:00,S4P7B,Bis,2
25/09/2018,10:00,S4P7B,Bis,3.2
25/09/2018,10:00,S4P7B,Bis,1.5
25/09/2018,10:00,S4P7C,DigBis,<3
25/09/2018,10:00,S4P7C,DigBis,2.2
25/09/2018,10:00,S4P7C,DigBis,3
25/09/2018,10:00,S4P7C,DigBis,<3
25/09/2018,10:00,S4P7C,DigBis,<3
25/09/2018,10:00,S4P7D,Rho,1.8
25/09/2018,10:00,S4P7D,Rho,<3
25/09/2018,10:00,S4P7D,Rho,2.1
25/09/2018,10:00,S4P7D,Rho,1.9
25/09/2018,10:00,S4P7D,Rho,1.8
25/09/2018,10:00,S4P8A,DigBis,0
25/09/2018,10:00,S4P8A,DigBis,<3
25/09/2018,10:00,S4P8A,DigBis,0.9
25/09/2018,10:00,S4P8A,DigBis,<3
25/09/2018,10:00,S4P8A,DigBis,<3
25/09/2018,10:00,S4P8B,Rho,0.9
25/09/2018,10:00,S4P8B,Rho,0.2
25/09/2018,10:00,S4P8B,Rho,0.6
25/09/2018,10:00,S4P8B,Rho,1.5
25/09/2018,10:00,S4P8B,Rho,0
25/09/2018,10:00,S4P8C,Dig,0.5
25/09/2018,10:00,S4P8C,Dig,0
25/09/2018,10:00,S4P8C,Dig,0
25/09/2018,10:00,S4P8C,Dig,0
25/09/2018,10:00,S4P8C,Dig,0.1
25/09/2018,10:00,S4P8D,Bis,0
25/09/2018,10:00,S4P8D,Bis,0
25/09/2018,10:00,S4P8D,Bis,0
25/09/2018,10:00,S4P8D,Bis,0.1
25/09/2018,10:00,S4P8D,Bis,0.5
25/09/2018,10:00,S5P1A,Rho,0.8
25/09/2018,10:00,S5P1A,Rho,0
25/09/2018,10:00,S5P1A,Rho,0.1
25/09/2018,10:00,S5P1A,Rho,<3
25/09/2018,10:00,S5P1A,Rho,<3
25/09/2018,10:00,S5P1B,Dig,0.3
25/09/2018,10:00,S5P1B,Dig,<3
25/09/2018,10:00,S5P1B,Dig,<3
25/09/2018,10:00,S5P1B,Dig,0.5
25/09/2018,10:00,S5P1B,Dig,0.4
25/09/2018,10:00,S5P1C,Bis,<3
25/09/2018,10:00,S5P1C,Bis,<3
25/09/2018,10:00,S5P1C,Bis,<3
25/09/2018,10:00,S5P1C,Bis,<3
25/09/2018,10:00,S5P1C,Bis,<3
25/09/2018,10:00,S5P1D,DigBis,<3
25/09/2018,10:00,S5P1D,DigBis,<3
25/09/2018,10:00,S5P1D,DigBis,<3
25/09/2018,10:00,S5P1D,DigBis,<3
25/09/2018,10:00,S5P1D,DigBis,1.2
25/09/2018,10:00,S5P2A,Bis,1.8
25/09/2018,10:00,S5P2A,Bis,4.5
25/09/2018,10:00,S5P2A,Bis,1.7
25/09/2018,10:00,S5P2A,Bis,1.9
25/09/2018,10:00,S5P2A,Bis,1.6
25/09/2018,10:00,S5P2B,Dig,2.4
25/09/2018,10:00,S5P2B,Dig,1.5
25/09/2018,10:00,S5P2B,Dig,3
25/09/2018,10:00,S5P2B,Dig,2.3
25/09/2018,10:00,S5P2B,Dig,1.9
25/09/2018,10:00,S5P2C,DigBis,<3
25/09/2018,10:00,S5P2C,DigBis,1.7
25/09/2018,10:00,S5P2C,DigBis,<3
25/09/2018,10:00,S5P2C,DigBis,<3
25/09/2018,10:00,S5P2C,DigBis,1.8
25/09/2018,10:00,S5P2D,Rho,2.4
25/09/2018,10:00,S5P2D,Rho,3.9
25/09/2018,10:00,S5P2D,Rho,6.5
25/09/2018,10:00,S5P2D,Rho,4.7
25/09/2018,10:00,S5P2D,Rho,2.3
25/09/2018,10:00,S5P3A,Fes,0
25/09/2018,10:00,S5P3A,Fes,<3
25/09/2018,10:00,S5P3A,Fes,0.6
25/09/2018,10:00,S5P3A,Fes,<3
25/09/2018,10:00,S5P3A,Fes,<3
25/09/2018,10:00,S5P3B,KanWal,<3
25/09/2018,10:00,S5P3B,KanWal,10.9
25/09/2018,10:00,S5P3B,KanWal,0.2
25/09/2018,10:00,S5P3B,KanWal,<3
25/09/2018,10:00,S5P3B,KanWal,6.9
25/09/2018,10:00,S5P3C,Luc,2.5
25/09/2018,10:00,S5P3C,Luc,1.4
25/09/2018,10:00,S5P3C,Luc,<3
25/09/2018,10:00,S5P3C,Luc,1.7
25/09/2018,10:00,S5P3C,Luc,3.1
25/09/2018,10:00,S5P3D,PhaSub,2.2
25/09/2018,10:00,S5P3D,PhaSub,1.8
25/09/2018,10:00,S5P3D,PhaSub,<3
25/09/2018,10:00,S5P3D,PhaSub,4.1
25/09/2018,10:00,S5P3D,PhaSub,1.8
25/09/2018,10:00,S5P4A,Fes,<3
25/09/2018,10:00,S5P4A,Fes,<3
25/09/2018,10:00,S5P4A,Fes,<3
25/09/2018,10:00,S5P4A,Fes,<3
25/09/2018,10:00,S5P4A,Fes,<3
25/09/2018,10:00,S5P4B,PhaSub,1.3
25/09/2018,10:00,S5P4B,PhaSub,<3
25/09/2018,10:00,S5P4B,PhaSub,5.3
25/09/2018,10:00,S5P4B,PhaSub,<3
25/09/2018,10:00,S5P4B,PhaSub,2.5
25/09/2018,10:00,S5P4C,KanWal,<3
25/09/2018,10:00,S5P4C,KanWal,<3
25/09/2018,10:00,S5P4C,KanWal,<3
25/09/2018,10:00,S5P4C,KanWal,0.2
25/09/2018,10:00,S5P4C,KanWal,11.5
25/09/2018,10:00,S5P4D,Luc,<3
25/09/2018,10:00,S5P4D,Luc,1.7
25/09/2018,10:00,S5P4D,Luc,<3
25/09/2018,10:00,S5P4D,Luc,<3
25/09/2018,10:00,S5P4D,Luc,0.9
25/09/2018,10:00,S5P5A,KanWal,<3
25/09/2018,10:00,S5P5A,KanWal,<3
25/09/2018,10:00,S5P5A,KanWal,<3
25/09/2018,10:00,S5P5A,KanWal,<3
25/09/2018,10:00,S5P5A,KanWal,<3
25/09/2018,10:00,S5P5B,Luc,<3
25/09/2018,10:00,S5P5B,Luc,<3
25/09/2018,10:00,S5P5B,Luc,<3
25/09/2018,10:00,S5P5B,Luc,<3
25/09/2018,10:00,S5P5B,Luc,<3
25/09/2018,10:00,S5P5C,PhaSub,<3
25/09/2018,10:00,S5P5C,PhaSub,<3
25/09/2018,10:00,S5P5C,PhaSub,5.6
25/09/2018,10:00,S5P5C,PhaSub,3.1
25/09/2018,10:00,S5P5C,PhaSub,<3
25/09/2018,10:00,S5P5D,Fes,<3
25/09/2018,10:00,S5P5D,Fes,<3
25/09/2018,10:00,S5P5D,Fes,<3
25/09/2018,10:00,S5P5D,Fes,<3
25/09/2018,10:00,S5P5D,Fes,<3
25/09/2018,10:00,S5P6A,Luc,3.8
25/09/2018,10:00,S5P6A,Luc,1.2
25/09/2018,10:00,S5P6A,Luc,3.3
25/09/2018,10:00,S5P6A,Luc,3.3
25/09/2018,10:00,S5P6A,Luc,1.9
25/09/2018,10:00,S5P6B,KanWal,6.6
25/09/2018,10:00,S5P6B,KanWal,2.9
25/09/2018,10:00,S5P6B,KanWal,3.3
25/09/2018,10:00,S5P6B,KanWal,3.5
25/09/2018,10:00,S5P6B,KanWal,1
25/09/2018,10:00,S5P6C,Fes,<3
25/09/2018,10:00,S5P6C,Fes,0.3
25/09/2018,10:00,S5P6C,Fes,<3
25/09/2018,10:00,S5P6C,Fes,<3
25/09/2018,10:00,S5P6C,Fes,<3
25/09/2018,10:00,S5P6D,PhaSub,4.6
25/09/2018,10:00,S5P6D,PhaSub,4
25/09/2018,10:00,S5P6D,PhaSub,4.2
25/09/2018,10:00,S5P6D,PhaSub,5.8
25/09/2018,10:00,S5P6D,PhaSub,2.5
25/09/2018,10:00,S5P7A,Rye,0
25/09/2018,10:00,S5P7A,Rye,<3
25/09/2018,10:00,S5P7A,Rye,<3
25/09/2018,10:00,S5P7A,Rye,<3
25/09/2018,10:00,S5P7A,Rye,<3
25/09/2018,10:00,S5P7B,Pha,2.5
25/09/2018,10:00,S5P7B,Pha,7.2
25/09/2018,10:00,S5P7B,Pha,6
25/09/2018,10:00,S5P7B,Pha,<3
25/09/2018,10:00,S5P7B,Pha,3.6
25/09/2018,10:00,S5P7C,Kan,<3
25/09/2018,10:00,S5P7C,Kan,<3
25/09/2018,10:00,S5P7C,Kan,<3
25/09/2018,10:00,S5P7C,Kan,<3
25/09/2018,10:00,S5P7C,Kan,0.8
25/09/2018,10:00,S5P7D,Wal,1.3
25/09/2018,10:00,S5P7D,Wal,6.4
25/09/2018,10:00,S5P7D,Wal,11.3
25/09/2018,10:00,S5P7D,Wal,5.8
25/09/2018,10:00,S5P7D,Wal,2.7
25/09/2018,10:00,S5P8A,Rye,2.5
25/09/2018,10:00,S5P8A,Rye,<3
25/09/2018,10:00,S5P8A,Rye,<3
25/09/2018,10:00,S5P8A,Rye,1.1
25/09/2018,10:00,S5P8A,Rye,<3
25/09/2018,10:00,S5P8B,Wal,1.7
25/09/2018,10:00,S5P8B,Wal,2.5
25/09/2018,10:00,S5P8B,Wal,4.9
25/09/2018,10:00,S5P8B,Wal,4.1
25/09/2018,10:00,S5P8B,Wal,5.3
25/09/2018,10:00,S5P8C,Pha,6.8
25/09/2018,10:00,S5P8C,Pha,1.3
25/09/2018,10:00,S5P8C,Pha,2.3
25/09/2018,10:00,S5P8C,Pha,6.6
25/09/2018,10:00,S5P8C,Pha,1.3
25/09/2018,10:00,S5P8D,Kan,<3
25/09/2018,10:00,S5P8D,Kan,1.6
25/09/2018,10:00,S5P8D,Kan,1.9
25/09/2018,10:00,S5P8D,Kan,<3
25/09/2018,10:00,S5P8D,Kan,2.6
25/09/2018,10:00,S6P1A,Pha,14.5
25/09/2018,10:00,S6P1A,Pha,18.4
25/09/2018,10:00,S6P1A,Pha,11.7
25/09/2018,10:00,S6P1A,Pha,2.2
25/09/2018,10:00,S6P1A,Pha,0.7
25/09/2018,10:00,S6P1B,Kan,2.9
25/09/2018,10:00,S6P1B,Kan,<3
25/09/2018,10:00,S6P1B,Kan,4.4
25/09/2018,10:00,S6P1B,Kan,3.2
25/09/2018,10:00,S6P1B,Kan,0.5
25/09/2018,10:00,S6P1C,Rye,<3
25/09/2018,10:00,S6P1C,Rye,0.4
25/09/2018,10:00,S6P1C,Rye,1.2
25/09/2018,10:00,S6P1C,Rye,<3
25/09/2018,10:00,S6P1C,Rye,<3
25/09/2018,10:00,S6P1D,Wal,9.7
25/09/2018,10:00,S6P1D,Wal,10.4
25/09/2018,10:00,S6P1D,Wal,7.7
25/09/2018,10:00,S6P1D,Wal,4.7
25/09/2018,10:00,S6P1D,Wal,2.7
25/09/2018,10:00,S6P2A,Kan,<3
25/09/2018,10:00,S6P2A,Kan,<3
25/09/2018,10:00,S6P2A,Kan,<3
25/09/2018,10:00,S6P2A,Kan,<3
25/09/2018,10:00,S6P2A,Kan,<3
25/09/2018,10:00,S6P2B,Rye,0.9
25/09/2018,10:00,S6P2B,Rye,0.2
25/09/2018,10:00,S6P2B,Rye,<3
25/09/2018,10:00,S6P2B,Rye,<3
25/09/2018,10:00,S6P2B,Rye,0.6
25/09/2018,10:00,S6P2C,Pha,1.7
25/09/2018,10:00,S6P2C,Pha,4.1
25/09/2018,10:00,S6P2C,Pha,3.2
25/09/2018,10:00,S6P2C,Pha,3.7
25/09/2018,10:00,S6P2C,Pha,<3
25/09/2018,10:00,S6P2D,Wal,5.4
25/09/2018,10:00,S6P2D,Wal,1.5
25/09/2018,10:00,S6P2D,Wal,8.3
25/09/2018,10:00,S6P2D,Wal,13.4
25/09/2018,10:00,S6P2D,Wal,6.9
25/09/2018,10:00,S6P3A,KanWal,0
25/09/2018,10:00,S6P3A,KanWal,<3
25/09/2018,10:00,S6P3A,KanWal,<3
25/09/2018,10:00,S6P3A,KanWal,<3
25/09/2018,10:00,S6P3A,KanWal,<3
25/09/2018,10:00,S6P3B,Luc,<3
25/09/2018,10:00,S6P3B,Luc,<3
25/09/2018,10:00,S6P3B,Luc,<3
25/09/2018,10:00,S6P3B,Luc,0.8
25/09/2018,10:00,S6P3B,Luc,<3
25/09/2018,10:00,S6P3C,PhaSub,0.8
25/09/2018,10:00,S6P3C,PhaSub,2.3
25/09/2018,10:00,S6P3C,PhaSub,3.5
25/09/2018,10:00,S6P3C,PhaSub,1.3
25/09/2018,10:00,S6P3C,PhaSub,4.4
25/09/2018,10:00,S6P3D,Fes,0
25/09/2018,10:00,S6P3D,Fes,<3
25/09/2018,10:00,S6P3D,Fes,0
25/09/2018,10:00,S6P3D,Fes,0
25/09/2018,10:00,S6P3D,Fes,0
25/09/2018,10:00,S6P4A,PhaSub,1.9
25/09/2018,10:00,S6P4A,PhaSub,<3
25/09/2018,10:00,S6P4A,PhaSub,2.4
25/09/2018,10:00,S6P4A,PhaSub,1.6
25/09/2018,10:00,S6P4A,PhaSub,4.4
25/09/2018,10:00,S6P4B,KanWal,4.3
25/09/2018,10:00,S6P4B,KanWal,3.2
25/09/2018,10:00,S6P4B,KanWal,1.8
25/09/2018,10:00,S6P4B,KanWal,1.3
25/09/2018,10:00,S6P4B,KanWal,0.4
25/09/2018,10:00,S6P4C,Fes,<3
25/09/2018,10:00,S6P4C,Fes,0.7
25/09/2018,10:00,S6P4C,Fes,1.1
25/09/2018,10:00,S6P4C,Fes,1.3
25/09/2018,10:00,S6P4C,Fes,1.6
25/09/2018,10:00,S6P4D,Luc,1
25/09/2018,10:00,S6P4D,Luc,<3
25/09/2018,10:00,S6P4D,Luc,1
25/09/2018,10:00,S6P4D,Luc,1.9
25/09/2018,10:00,S6P4D,Luc,2.1
25/09/2018,10:00,S6P5A,Luc,<3
25/09/2018,10:00,S6P5A,Luc,1.3
25/09/2018,10:00,S6P5A,Luc,<3
25/09/2018,10:00,S6P5A,Luc,<3
25/09/2018,10:00,S6P5A,Luc,<3
25/09/2018,10:00,S6P5B,PhaSub,2.9
25/09/2018,10:00,S6P5B,PhaSub,<3
25/09/2018,10:00,S6P5B,PhaSub,2.3
25/09/2018,10:00,S6P5B,PhaSub,3.4
25/09/2018,10:00,S6P5B,PhaSub,2.1
25/09/2018,10:00,S6P5C,KanWal,<3
25/09/2018,10:00,S6P5C,KanWal,<3
25/09/2018,10:00,S6P5C,KanWal,<3
25/09/2018,10:00,S6P5C,KanWal,<3
25/09/2018,10:00,S6P5C,KanWal,<3
25/09/2018,10:00,S6P5D,Fes,<3
25/09/2018,10:00,S6P5D,Fes,<3
25/09/2018,10:00,S6P5D,Fes,<3
25/09/2018,10:00,S6P5D,Fes,<3
25/09/2018,10:00,S6P5D,Fes,2.5
25/09/2018,10:00,S6P6A,KanWal,0
25/09/2018,10:00,S6P6A,KanWal,0
25/09/2018,10:00,S6P6A,KanWal,1.7
25/09/2018,10:00,S6P6A,KanWal,0.9
25/09/2018,10:00,S6P6A,KanWal,0
25/09/2018,10:00,S6P6B,Fes,<3
25/09/2018,10:00,S6P6B,Fes,<3
25/09/2018,10:00,S6P6B,Fes,<3
25/09/2018,10:00,S6P6B,Fes,<3
25/09/2018,10:00,S6P6B,Fes,<3
25/09/2018,10:00,S6P6C,PhaSub,1.2
25/09/2018,10:00,S6P6C,PhaSub,4.3
25/09/2018,10:00,S6P6C,PhaSub,12.9
25/09/2018,10:00,S6P6C,PhaSub,2.7
25/09/2018,10:00,S6P6C,PhaSub,4.4
25/09/2018,10:00,S6P6D,Luc,0
25/09/2018,10:00,S6P6D,Luc,0.5
25/09/2018,10:00,S6P6D,Luc,<3
25/09/2018,10:00,S6P6D,Luc,<3
25/09/2018,10:00,S6P6D,Luc,<3
25/09/2018,10:00,S6P7A,Rho,0.7
25/09/2018,10:00,S6P7A,Rho,<3
25/09/2018,10:00,S6P7A,Rho,<3
25/09/2018,10:00,S6P7A,Rho,0.6
25/09/2018,10:00,S6P7A,Rho,0.4
25/09/2018,10:00,S6P7B,Dig,0.8
25/09/2018,10:00,S6P7B,Dig,0.1
25/09/2018,10:00,S6P7B,Dig,<3
25/09/2018,10:00,S6P7B,Dig,<3
25/09/2018,10:00,S6P7B,Dig,<3
25/09/2018,10:00,S6P7C,DigBis,<3
25/09/2018,10:00,S6P7C,DigBis,<3
25/09/2018,10:00,S6P7C,DigBis,<3
25/09/2018,10:00,S6P7C,DigBis,<3
25/09/2018,10:00,S6P7C,DigBis,<3
25/09/2018,10:00,S6P7D,Bis,<3
25/09/2018,10:00,S6P7D,Bis,<3
25/09/2018,10:00,S6P7D,Bis,<3
25/09/2018,10:00,S6P7D,Bis,<3
25/09/2018,10:00,S6P7D,Bis,0.4
25/09/2018,10:00,S6P8A,DigBis,<3
25/09/2018,10:00,S6P8A,DigBis,0.5
25/09/2018,10:00,S6P8A,DigBis,1.4
25/09/2018,10:00,S6P8A,DigBis,<3
25/09/2018,10:00,S6P8A,DigBis,0.6
25/09/2018,10:00,S6P8B,Dig,3.2
25/09/2018,10:00,S6P8B,Dig,1.3
25/09/2018,10:00,S6P8B,Dig,<3
25/09/2018,10:00,S6P8B,Dig,2
25/09/2018,10:00,S6P8B,Dig,1.8
25/09/2018,10:00,S6P8C,Bis,1.3
25/09/2018,10:00,S6P8C,Bis,<3
25/09/2018,10:00,S6P8C,Bis,<3
25/09/2018,10:00,S6P8C,Bis,<3
25/09/2018,10:00,S6P8C,Bis,4.1
25/09/2018,10:00,S6P8D,Rho,2.9
25/09/2018,10:00,S6P8D,Rho,<3
25/09/2018,10:00,S6P8D,Rho,4.9
25/09/2018,10:00,S6P8D,Rho,7.6
25/09/2018,10:00,S6P8D,Rho,2.4
